id_doc,titre,texte,langue,date_publication,hash_fingerprint,type_donnee,source_nom,date_collecte,flux_format,territoire
151,"Guerre à Gaza : Israël a rendu les corps de 45 Palestiniens, selon le ministère de la Santé du Hamas","Selon les termes de l'accord conclu début octobre, l'Etat hébreu doit remettre les corps de 15 Palestiniens pour chaque dépouille d'otage israélien restituée de Gaza.",fr,2025-11-03 14:10:52.000000,7cf1bb929d5bd26f9a486a4d016cd6b37f35671e443ba7aa521429cbe202c91d,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
209,L’économie du diamant naturel bousculée par les pierres de synthèse,"Fragilisée par le trou d’air que connaît le luxe, la filière diamantaire classique est attaquée dans ses fondements par les « cailloux » artificiels bien moins chers et pas tributaires de l’économie minière et de ses nuisances sociales et environnementales.",fr,2025-11-03 14:00:12.000000,01d6e302b6e27addbd8188498e381131ffc5c2d8dd3161cec4ebcfc65bbeb391,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
159,"Exposition ""Intelligence artificielle"" à la Cité des sciences à Paris : une incitation "" à garder son esprit critique"" face à l'IA","L'intelligence artificielle, qui bouleverse le quotidien des êtres humains dans tous les domaines, est la concrétisation d'un rêve qui a toujours traversé l'humanité. Mais à l'heure où elle devient réalité, la société est-elle parée pour la canaliser ? L'exposition ""Intelligence artificielle"" est une aide à la navigation dans un univers complexe.",fr,2025-11-03 13:51:37.000000,3f399f5b22a22aaa362d2477799ba68599c09cb96b07f4debbb00c045a096183,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
148,"Pollution liée à la composition des pneus : ""Des travaux sont effectués pour éradiquer un certain nombre de molécules"", assure le président du syndicat du secteur","Une étude, publiée par Agir pour l'environnement lundi, révèle que chaque année, en France, l'usure des pneus entraîne le rejet de près de 80 000 tonnes de substances dans l’air, les sols et les eaux.",fr,2025-11-03 13:45:46.000000,1e0f1a1605b903d1af38df064bfc570bccf5f8b6e7492c0449f55f9f74d803a8,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
210,"EN DIRECT, guerre en Ukraine : la situation à Pokrovsk reste extrêmement critique, selon l’armée","L’avancée des troupes russes est restée constante en octobre, et la région orientale de Donetsk reste la plus menacée, selon des données fournies par l’Institut américain pour l’étude de la guerre (ISW).",fr,2025-11-03 13:40:19.000000,95eb340d4633d13f28e53a0c78c616e317747dee9497b30d29aaf397b4c8acac,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
366,"EN DIRECT, guerre en Ukraine : la situation à Pokrovsk reste extrêmement critique, selon l’armée ukrainienne","L’avancée des troupes russes est restée constante en octobre, et la région orientale de Donetsk reste la plus menacée, selon des données fournies par l’Institute for the Study of War américain.",fr,2025-11-03 13:40:17.000000,baf90fb8ae8a4a8eebd245871975e7405963cf8da1780670bd0679abd4c5975e,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 15:01:26.321691,rss,
164,"Urgences du CHU de Caen : il faut ""éviter la fuite des médecins seniors"" qui encadrent les internes, plaide la Fédération hospitalière de France",Les urgences du CHU de Caen (Calvados) ne sont plus en mesure d'accueillir les étudiants internes depuis lundi et ce pendant tout le semestre. Ils seront de retour en mai 2026.,fr,2025-11-03 13:33:21.000000,db6246f3272acc4200ed2d971631cba0e679c6e67b7e25adbf64ea1641eddf02,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
220,"En Ardèche, l’usine de bus Iveco en surchauffe","L’Ile-de-France a annoncé, jeudi 30 octobre, un accord-cadre pouvant aller jusqu’à la commande de 4 000 bus à Iveco d’ici à 2032. Une bonne nouvelle pour les sites d’Annonay et de Rorthais, au moment où le groupe passe sous le contrôle de l’indien Tata Motors.",fr,2025-11-03 13:30:19.000000,f9c0360ab4f7cbdd10db14fdb95f164927d8933d9fa1713fd8e14f0bc507f618,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
206,"Avec Nathacha Appanah, le prix Femina couronne une œuvre habitée par la question des origines, de la violence et de l’enfermement","L’écrivaine mauricienne, née en 1973, est distinguée pour son treizième livre, « La Nuit au cœur », une enquête bouleversante sur les violences conjugales.",fr,2025-11-03 13:20:49.000000,aa99f1690d873f0903c278aadacf19426e8b1a15451f969a497decd5410ae3d4,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
175,Ce qu’il faut savoir sur le chèque énergie qui commence à être distribué ce lundi,"Eligibilité, montant, demande et distribution automatique… On vous explique comment faire-valoir le chèque énergie qui concerne près de 4 millions de foyers français et qui arrive dans nos boîtes à partir de ce lundi",fr,2025-11-03 12:55:13.000000,2436e5e20b76ea204c1f072602b0c3760607d18c1db4b6df03fc06fd9c58fabb,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
146,"Budget 2026 : dénonçant la présence du RN, la gauche refuse de participer à une réunion des groupes parlementaires organisée par le gouvernement","Les groupes RN, UDR, LR, Horizons, MoDem et Renaissance ont en revanche confirmé leur venue.",fr,2025-11-03 12:55:10.000000,b95c8b6c8d326f3bb5a92f85633cf74e723f5d587d88e206dc6af0afe0ee02d5,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
147,"Littérature : Nathacha Appanah remporte le prix Femina 2025 avec ""La Nuit au cœur""",Le prix Femina a été remis au musée Carnavalet-Histoire de Paris à la veille des prix Goncourt et Renaudot et deux jours avant le Médicis.,fr,2025-11-03 12:42:54.000000,ed99ca1099e03bcac8b80ccbb5e38977d9dc208adadc38b9f0784ba51bd7844e,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
155,Guerre Israël-Hamas : l'ex-procureure générale de l'armée israélienne arrêtée pour la fuite d'une vidéo de violences contre un prisonnier palestinien,Cette affaire avait débuté en août 2024 avec la diffusion par la chaîne israélienne Channel 12 d'images filmées par une caméra de surveillance dans une prison. Cinq soldats avaient été inculpés.,fr,2025-11-03 12:41:33.000000,bf088ed8fe709c28e17131978dd6dad00b509dc5847ae11777a69d157ec348df,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
161,"Budget 2026 : Philippe Aghion, prix Nobel d'économie ""atterré par le niveau intellectuel et économique de certains députés""","Philippe Aghion était l’invité du “8h30 franceinfo”, lundi 3 novembre 2025. Le prix Nobel de l'économie 2025 estime que certains députés ""ne font pas leur travail sérieusement.""",fr,2025-11-03 12:30:46.000000,4b5630341470eb33cdade737d87b68e21b005cf01f375920658abdf9d9519fbb,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
207,"EN DIRECT, Gaza : Yifat Tomer-Yerushalmi, ex-procureure de l’armée israélienne, arrêtée par la police après la fuite d’une vidéo prouvant la torture d’un Palestinien dans une prison israélienne","Elle est actuellement en garde à vue, selon le ministre de la sécurité nationale, Itamar Ben Gvir. La magistrate est accusée d’avoir secrètement autorisé la diffusion d’une vidéo prise en 2024 dans la base militaire de Sde Teiman.",fr,2025-11-03 12:29:29.000000,f6c70ae81f53b73f924ad04812e9750b6363dde7fa53f6a868136c1336473c00,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
173,"""La Nuit au cœur"" de Nathacha Appanah, prix Femina 2025 : une plongée vertigineuse dans l'enfer des violences conjugales","À travers les destins croisés de trois femmes victimes de la violence de leur compagnon, la romancière de ""Tropique de la violence"" explore les mécanismes destructeurs de l'emprise dans son récit le plus personnel. Bouleversant.",fr,2025-11-03 12:29:09.000000,343473816ddd86c71775e527b6fdd62526e7fee7a361fed955bfc2f84761ad03,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
190,Expulsions locatives : « J’assume ce record »… La dernière sortie de l’ex-ministre Kasbarian provoque un tollé,"L’ancien ministre Guillaume Kasbarian a assumé dans une publication sur X le « record d’expulsions » avec, en 2024, près de 25.000 ménages expulsés, soit 29 % de plus en un an",fr,2025-11-03 11:55:47.000000,079062a8f33000b200f8209c4f1657bd7b13359dae4caf1df861fa31f9c2ae69,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
327,"Guerre à Gaza : le Hamas est ""déterminé à respecter l'accord"" de cessez-le-feu, affirme Recep Tayyip Erdogan","Le président turc s'est exprimé, lundi, devant les membres de l'Organisation de la coopération islamique, au ministère des Affaires étrangères de la Turquie à Istanbul.",fr,2025-11-03 11:42:39.000000,7235047e1edc4356a6d1909978e776645d75b2f1b6621e60661a0ac252700ba3,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 15:01:26.321691,rss,
183,Prix Goncourt 2025 : Comment le jury s’est fait berner par un faussaire il y a cinquante ans,"Alors que l’académie Goncourt remet son prestigieux prix littéraire le 4 novembre, retour sur le Prix Goncourt 1975 qui défraya la chronique",fr,2025-11-03 11:32:03.000000,3c22c2bbd6df5460fcc347ab2160272ba815538eb8c643a232c4794f2c8ba978,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
182,"Affaire Le Scouarnec : « Il s’est rendu insolvable »… Pour les victimes, la nouvelle étape des indemnités",Une nouvelle audience a lieu ce lundi à Vannes pour fixer le montant de l’indemnisation des très nombreuses victimes du pédocriminel,fr,2025-11-03 11:28:12.000000,726e5a386a110642af0b726e3d9717128d8a42e2ded47be66ce2c769ded3b5d3,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
150,"""On n'a pas les moyens de s'adapter"" : pourquoi le dispositif ""Portable en pause"" est mis en place dans si peu de collèges","Même si l'objectif fait consensus, la majorité des établissements n'ont pas appliqué pour le moment la directive de l'ex-ministre Elisabeth Borne, qui impose une mise à l'écart des téléphones portables pendant la journée.",fr,2025-11-03 11:24:02.000000,927d81792293d8bdb9e6bbd28885f04a26e622a3d9389202541eb8ff379f4eac,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
177,"La célèbre marque Duralex lance une levée de fonds auprès du grand public, on vous explique","Reprise il y a un peu plus d’un an par ses salariés, la célèbre verrerie cherche à lever cinq millions d’euros auprès des Français pour assurer son avenir",fr,2025-11-03 11:22:41.000000,a9299fb7b1d74502ebf99faa9e03dc965ddbd7b474522a807daac4ecd2a74e3e,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
213,"A Belem, les autorités face aux défis de la sécurité et de l’hébergement pour la COP30","Des doutes sur la capacité des agents de police à gérer l’événement brésilien ont émergé après les raids meurtriers de Rio de Janeiro. Du côté des logements, les prix ont baissé, mais 49 Etats seraient encore en quête d’un hébergement.",fr,2025-11-03 11:00:06.000000,15b85d2e30227e5625fd712fa564195dfa3bf7c3c5022e7e3e57eecee96dbeef,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
157,Accident de rallye à La Réunion : une troisième enfant succombe à ses blessures,"La tragique sortie de route sur le Rallye de Saint-Joseph le 26 octobre dernier avait déjà coûté la vie à deux enfants. Une troisième a succombé à ses blessures hier, dimanche 2 novembre.",fr,2025-11-03 11:00:05.000000,9bdb87d043b410407dad8cedcc20f6d248006b0e3d2df45bbbdfc0d902a9042e,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
188,"Corse : Après treize ans d’enquête, le procès du meurtre du célèbre avocat Antoine Sollacaro s’ouvre",L’avocat corse Antoine Sollacaro avait été assassiné au volant de sa voiture le 16 octobre 2012 à Ajaccio. La cour d’assises d’Aix-en-Provence juge à partir de ce lundi trois membres présumés de la bande du Petit Bar pour cette exécution,fr,2025-11-03 10:52:21.000000,8ca8a6aedec095aaba142db3887513003f09918537191ef9bf8d7ae995015703,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
163,"Dans ""Le bel obscur"", Caroline Lamarche trace la voie d’une renaissance après la fin d’un déni amoureux","Finaliste du Goncourt, la romancière belge livre une réflexion saisissante d’intelligence sur le couple impossible qu’elle forma trente ans durant avec son mari homosexuel.",fr,2025-11-03 10:29:40.000000,8643e38b046276b28e1725c07e85ef9eaa807de04ac79e699dcf258cd3bbe904,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
165,"Ce que l'on sait de l'attaque au couteau dans un train en Angleterre, qui a fait dix blessés et pour laquelle un suspect a été inculpé","Les faits se sont produits sur la ligne reliant Doncaster à Londres, samedi en fin de journée. Un homme de 32 ans est poursuivi pour ""tentatives de meurtre"", la police ayant écarté toute motivation terroriste.",fr,2025-11-03 10:23:41.000000,3901909bcef28cfbb21485b7938ee09b9c8f179b53dfdf1119cd7b69cc11c14a,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
184,Budget 2026 : « Certains députés ne comprennent absolument rien à l’économie » déplore le prix Nobel français,"Alors que les députés bouclent lundi huit jours de débats sur les « recettes » du budget de l’Etat, Philippe Aghion a estimé que beaucoup n’avaient pas « le niveau » pour trancher sur l’économie du pays",fr,2025-11-03 10:12:19.000000,e702f47959f338e5782a6ad0e35080f4460e2c0d2bfc05828c09e539da2db4b0,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
180,"Nord : Une fleuriste cambriolée lance un appel à l’aide, un riche entrepreneur lui répond","Éric Larchevêque, entrepreneur et investisseur, a annoncé par un message sur X, venir en aide à une fleuriste du Nord, dont la totalité de la recette de la Toussaint, a été cambriolée",fr,2025-11-03 10:10:59.000000,e787a1e3517b11131191a328710d1ebd9d025d17fd84ab99efeebe41a8c14050,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
214,"Inondations à Valence : un an après, le président de la région, Carlos Mazon, annonce sa démission","Les habitants sinistrés lors de ces inondations, qui avaient fait 229 morts dans l’est du pays en 2024, demandaient la démission de M. Mazon, critiqué pour sa gestion de la catastrophe et abondamment insulté lors de la cérémonie d’hommage aux victimes, mercredi.",fr,2025-11-03 10:07:07.000000,cfb6a60f2a9dfd78dc46093eeda3fd5877e702a2f4b13086a4e9d5d006f02fa7,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
153,"Le déficit de la Sécurité sociale devrait atteindre 23 milliards d'euros en 2025, en augmentation de 7,7 milliards d'euros sur un an, selon la Cour des comptes","""Une telle situation n'est pas soutenable dans la durée"", écrit l'instance dans une note publiée à la veille du début de l'examen parlementaire du projet de loi de financement de la Sécurité sociale par les députés.",fr,2025-11-03 09:58:19.000000,edcd9db5635091444b8c2a78edf51b561355ad32caa569acbbe25e9e8eedc736,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
160,"Déserts médicaux : dans le Morbihan, un médecin volontaire à la retraite reprend du service malgré les obstacles administratifs et techniques","Le dispositif de volontariat, lancé en septembre 2025, permet à des médecins déjà en exercice ou retraités, de venir en renfort, deux jours par mois, dans 15 zones rouges jugées prioritaires. Mais pour l'instant, les médecins volontaires en exercice restent rares.",fr,2025-11-03 09:55:36.000000,aa00b144a38addf76d9b55a8d57bf8f4b191432c77af53a5ba84063863426b0d,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
238,"Déserts médicaux : dans le Morbihan, un médecin volontaire à la retraite reprend du service malgré les obstacles administratifs et techniques","Le dispositif de volontariat, lancé en septembre 2025, permet à des médecins déjà en exercice ou retraités, de venir en renfort, deux jours par mois, dans 151 zones rouges jugées prioritaires. Mais pour l'instant, les médecins volontaires en exercice restent rares.",fr,2025-11-03 09:55:36.000000,7354a195b419e90e979d5802b49d2a4dab6e04b5c69e0bfc38e8158f482cb20d,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:53:47.570267,rss,
212,"Après la vente de « poupées sexuelles d’apparence enfantine » sur Shein, le ministre de l’économie veut interdire l’accès au site en cas de récidive","La haut-commissaire à l’enfance, Sarah El Haïry a annoncé son intention de convoquer « l’ensemble des grandes plateformes » de commerce en ligne.",fr,2025-11-03 09:29:44.000000,417099be63beae7567911cb29484fcf4967fe42ccf486a233be7cd7d51982f97,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
179,"La menace terroriste « reste vive » en France, dix ans après les attentats du 13-Novembre","Le procureur national anti-terroriste estime que la menace terroriste est encore « très présente », dix ans après les attaques du 13-Novembre",fr,2025-11-03 08:59:45.000000,252f2c9d1c42d04935efc516111a915ccdf5637a7c3c214757adf14e84799ea8,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
187,"Après Shein, AliExpress mis en cause pour la commercialisation de poupées à caractère pédopornographique","Après le géant de la fast-fashion, c’est au tour du site AliExpress d’être pointé du doigt pour la commercialisation de poupées sexuelles aux allures enfantines",fr,2025-11-03 08:47:22.000000,3003ef5ca9b4904a4a38598e5568c782a64e776beb30cd465fd40ff67cd9dc3a,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
169,Poupées à caractère pédopornographique vendues sur Shein : le ministre de l'Economie menace d'interdire l'accès à la plateforme en France,"La plateforme chinoise a ""dépassé les bornes"", a déclaré, lundi, Roland Lescure. ""Si on a des comportements répétés ou si les objets en question ne sont pas retirés en vingt-quatre heures, le gouvernement peut demander"" l'interdiction, a-t-il prévenu.",fr,2025-11-03 08:42:05.000000,5d7ada655f8308988681c48e26ccfa33395710793b95581df20fc82c374dfb7f,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
158,"Budget 2026 : ""Il n'y a aucun accord entre le gouvernement et les socialistes"", assure le premier secrétaire du PS Olivier Faure","Le parti socialiste a été accusé d'avoir ""changé d'alliance"" par Jean-Luc Mélenchon dimanche, alors que le PS cherche des compromis sur le budget, examiné en ce moment à l'Assemblée nationale.",fr,2025-11-03 08:38:46.000000,9f5b6057a0050ca6973fb067f607f66ae7591b67f3253884dcb3a43c692e1dab,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
167,Un séisme en Afghanistan fait au moins 20 morts,"C'est ce qu'a annoncé, lundi matin, le ministère de la Santé afghan, précisant qu'il s'agissait d'un bilan provisoire après le tremblement de terre qui a touché le nord du pays.",fr,2025-11-03 08:32:44.000000,5f975084816013f989127e01ace1343c158400e7ef3464705f908be96a86bfae,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
197,Lyon : Une fillette de 2 ans tuée par le conducteur d’un tracteur,"Vendredi, un homme au volant d’un tracteur a percuté mortellement une petite fille de 2 ans, membre de sa famille, lors d’une manœuvre",fr,2025-11-03 08:22:54.000000,c64d32814250071385ba359e0b1629f84aee4d32078251bd894bad65237d3dd2,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
192,"L’exploit de Dorian Louvet, qui a bouclé les sept plus grands marathons du monde en un an sous les 2h30 de moyenne","Connu pour avoir participé à l’émission « Koh Lanta », Dorian Louvet a fini son périple dimanche lors du marathon de New York",fr,2025-11-03 08:17:29.000000,7a702e907c2e9e7b8e7ff861675b3df1c21bef25ceef980ca9fac2a2d682883d,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
156,"Un jeune homme de 17 ans poignardé à mort en Moselle, un suspect en garde à vue","Un adolescent âgé de 17 ans est mort dimanche 2 novembre dans la soirée après une rixe au couteau à Neufchef, près d'Hayange, en Moselle. Un suspect est en garde à vue. Une enquête est ouverte.",fr,2025-11-03 08:05:04.000000,ae0553a56b3a6d99865f85d3dacb16f35222f2461b0c11f8b5810ee248d66109,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
191,"Paris Games Week : « C’est une partie de ma jeunesse qui s’en va », les visiteurs réagissent à la fermeture de Game One",La Paris Games Week 2025 s’est terminée le dimanche 2 novembre. Parmi ses visiteurs se trouvaient de nombreux déçus de la fermeture annoncée de la chaîne gaming Game One,fr,2025-11-03 07:55:40.000000,715db3a9b6a2f9a5d0e654a4048f2ddeaef9a2a4b97938070fcf5a89bcd3738a,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
166,"13-Novembre : la menace terroriste ""est toujours très présente"", déclare le procureur national antiterroriste","Cette menace est ""présente"" dans ""des formes qui sont assez différentes de ce que nous avions pu connaître il y a une dizaine d'années"" avec les attentats du 13-Novembre, estime Olivier Christen sur France Inter.",fr,2025-11-03 07:24:07.000000,51420ef617d1a4d3d2301b33d92ea534da9e4b24139f79a0f8c95815e19c56b5,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
170,"Poupées à caractère pédopornographique : ""Nous avons été alertés sur d'autres cas"", affirme Sarah El Haïry, haute-commissaire à l'Enfance","Sarah El Haïry annonce lundi avoir ""engagé des contrôles"" sur d'autres plateformes que Shein, épinglé par la DGCCRF pour avoir vendu des poupées sexuelles à caractère pédopornographique.",fr,2025-11-03 07:21:40.000000,ef8dc4af8e952f6d31c492c8ca3c1941a1bd5406c3920f06f0218c159f93e43b,API,Flux RSS Multi-Sources (Franceinfo + 20 Minutes + Le Monde),2025-11-03 14:36:35.320668,rss,
